hour,month,weekday,year,grupo
13,5,3,2006,3
14,5,3,2006,3
15,5,3,2006,3
16,5,3,2006,3
17,5,3,2006,3
18,5,3,2006,3
19,5,3,2006,3
20,5,3,2006,3
21,5,3,2006,3
22,5,3,2006,3
23,5,3,2006,2
0,5,4,2006,2
1,5,2,2006,1
2,5,2,2006,1
3,5,2,2006,1
4,5,2,2006,1
5,5,2,2006,1
6,5,2,2006,1
7,5,2,2006,2
8,5,2,2006,2
9,5,2,2006,2
10,5,2,2006,2
11,5,2,2006,3
12,5,2,2006,3
13,5,2,2006,2
14,5,2,2006,2
15,5,2,2006,2
16,5,2,2006,2
17,5,2,2006,2
18,5,2,2006,2
19,5,2,2006,2
20,5,2,2006,2
21,5,2,2006,2
22,5,2,2006,3
23,5,2,2006,2
0,5,3,2006,2
1,5,1,2006,1
2,5,1,2006,1
3,5,1,2006,1
4,5,1,2006,1
5,5,1,2006,1
6,5,1,2006,1
7,5,1,2006,2
8,5,1,2006,2
9,5,1,2006,2
10,5,1,2006,2
11,5,1,2006,2
12,5,1,2006,2
13,5,1,2006,2
14,5,1,2006,2
15,5,1,2006,2
16,5,1,2006,2
17,5,1,2006,2
18,5,1,2006,2
19,5,1,2006,2
20,5,1,2006,2
21,5,1,2006,2
22,5,1,2006,3
23,5,1,2006,2
0,5,2,2006,2
1,5,0,2006,1
2,5,0,2006,0
3,5,0,2006,0
4,5,0,2006,0
5,5,0,2006,1
6,5,0,2006,1
7,5,0,2006,2
8,5,0,2006,2
9,5,0,2006,2
10,5,0,2006,2
11,5,0,2006,3
12,5,0,2006,2
13,5,0,2006,3
14,5,0,2006,2
15,5,0,2006,2
16,5,0,2006,2
17,5,0,2006,2
18,5,0,2006,2
19,5,0,2006,2
20,5,0,2006,2
21,5,0,2006,2
22,5,0,2006,3
23,5,0,2006,2
0,5,1,2006,1
1,4,6,2006,0
2,4,6,2006,0
3,4,6,2006,0
4,4,6,2006,0
5,4,6,2006,0
6,4,6,2006,0
7,4,6,2006,0
8,4,6,2006,0
9,4,6,2006,1
10,4,6,2006,1
11,4,6,2006,1
12,4,6,2006,1
13,4,6,2006,1
14,4,6,2006,1
15,4,6,2006,1
16,4,6,2006,1
17,4,6,2006,1
18,4,6,2006,1
19,4,6,2006,1
20,4,6,2006,1
21,4,6,2006,2
22,4,6,2006,2
23,4,6,2006,1
0,5,0,2006,1
1,4,5,2006,1
2,4,5,2006,1
3,4,5,2006,0
4,4,5,2006,0
5,4,5,2006,0
6,4,5,2006,1
7,4,5,2006,1
8,4,5,2006,1
9,4,5,2006,1
10,4,5,2006,2
11,4,5,2006,2
12,4,5,2006,2
13,4,5,2006,1
14,4,5,2006,1
15,4,5,2006,1
16,4,5,2006,1
17,4,5,2006,1
18,4,5,2006,1
19,4,5,2006,1
20,4,5,2006,1
21,4,5,2006,2
22,4,5,2006,2
23,4,5,2006,1
0,4,6,2006,1
1,4,4,2006,1
2,4,4,2006,1
3,4,4,2006,1
4,4,4,2006,1
5,4,4,2006,1
6,4,4,2006,1
7,4,4,2006,2
8,4,4,2006,2
9,4,4,2006,2
10,4,4,2006,2
11,4,4,2006,2
12,4,4,2006,2
13,4,4,2006,2
14,4,4,2006,2
15,4,4,2006,2
16,4,4,2006,2
17,4,4,2006,2
18,4,4,2006,2
19,4,4,2006,2
20,4,4,2006,2
21,4,4,2006,2
22,4,4,2006,2
23,4,4,2006,2
0,4,5,2006,1
1,4,3,2006,1
2,4,3,2006,1
3,4,3,2006,1
4,4,3,2006,1
5,4,3,2006,1
6,4,3,2006,2
7,4,3,2006,2
8,4,3,2006,3
9,4,3,2006,3
10,4,3,2006,2
11,4,3,2006,2
12,4,3,2006,2
13,4,3,2006,2
14,4,3,2006,2
15,4,3,2006,2
16,4,3,2006,2
17,4,3,2006,2
18,4,3,2006,2
19,4,3,2006,2
20,4,3,2006,2
21,4,3,2006,2
22,4,3,2006,3
23,4,3,2006,2
0,4,4,2006,1
1,4,2,2006,1
2,4,2,2006,1
3,4,2,2006,1
4,4,2,2006,1
5,4,2,2006,1
6,4,2,2006,2
7,4,2,2006,2
8,4,2,2006,3
9,4,2,2006,3
10,4,2,2006,3
11,4,2,2006,3
12,4,2,2006,2
13,4,2,2006,2
14,4,2,2006,2
15,4,2,2006,2
16,4,2,2006,2
17,4,2,2006,2
18,4,2,2006,2
19,4,2,2006,2
20,4,2,2006,2
21,4,2,2006,2
22,4,2,2006,3
23,4,2,2006,2
0,4,3,2006,2
1,4,1,2006,1
2,4,1,2006,1
3,4,1,2006,1
4,4,1,2006,1
5,4,1,2006,1
6,4,1,2006,1
7,4,1,2006,2
8,4,1,2006,2
9,4,1,2006,2
10,4,1,2006,2
11,4,1,2006,3
12,4,1,2006,3
13,4,1,2006,3
14,4,1,2006,3
15,4,1,2006,3
16,4,1,2006,3
17,4,1,2006,3
18,4,1,2006,3
19,4,1,2006,3
20,4,1,2006,3
21,4,1,2006,3
22,4,1,2006,3
23,4,1,2006,2
0,4,2,2006,2
1,4,0,2006,1
2,4,0,2006,0
3,4,0,2006,0
4,4,0,2006,0
5,4,0,2006,0
6,4,0,2006,1
7,4,0,2006,2
8,4,0,2006,2
9,4,0,2006,2
10,4,0,2006,2
11,4,0,2006,2
12,4,0,2006,2
13,4,0,2006,2
14,4,0,2006,3
15,4,0,2006,2
16,4,0,2006,2
17,4,0,2006,2
18,4,0,2006,2
19,4,0,2006,2
20,4,0,2006,2
21,4,0,2006,3
22,4,0,2006,3
23,4,0,2006,2
0,4,1,2006,1
1,4,6,2006,0
2,4,6,2006,0
3,4,6,2006,0
4,4,6,2006,0
5,4,6,2006,0
6,4,6,2006,0
7,4,6,2006,0
8,4,6,2006,0
9,4,6,2006,1
10,4,6,2006,1
11,4,6,2006,1
12,4,6,2006,1
13,4,6,2006,1
14,4,6,2006,1
15,4,6,2006,1
16,4,6,2006,1
17,4,6,2006,1
18,4,6,2006,1
19,4,6,2006,1
20,4,6,2006,1
21,4,6,2006,2
22,4,6,2006,2
23,4,6,2006,1
0,4,0,2006,1
1,4,5,2006,1
2,4,5,2006,1
3,4,5,2006,0
4,4,5,2006,0
5,4,5,2006,0
6,4,5,2006,0
7,4,5,2006,1
8,4,5,2006,1
9,4,5,2006,1
10,4,5,2006,1
11,4,5,2006,2
12,4,5,2006,2
13,4,5,2006,2
14,4,5,2006,2
15,4,5,2006,2
16,4,5,2006,2
17,4,5,2006,1
18,4,5,2006,2
19,4,5,2006,2
20,4,5,2006,1
21,4,5,2006,2
22,4,5,2006,2
23,4,5,2006,1
0,4,6,2006,1
1,4,4,2006,1
2,4,4,2006,1
3,4,4,2006,1
4,4,4,2006,0
5,4,4,2006,1
6,4,4,2006,1
7,4,4,2006,2
8,4,4,2006,2
9,4,4,2006,2
10,4,4,2006,2
11,4,4,2006,2
12,4,4,2006,3
13,4,4,2006,3
14,4,4,2006,3
15,4,4,2006,2
16,4,4,2006,2
17,4,4,2006,2
18,4,4,2006,2
19,4,4,2006,2
20,4,4,2006,2
21,4,4,2006,2
22,4,4,2006,2
23,4,4,2006,2
0,4,5,2006,1
1,4,3,2006,1
2,4,3,2006,1
3,4,3,2006,1
4,4,3,2006,0
5,4,3,2006,1
6,4,3,2006,1
7,4,3,2006,2
8,4,3,2006,2
9,4,3,2006,2
10,4,3,2006,2
11,4,3,2006,2
12,4,3,2006,2
13,4,3,2006,2
14,4,3,2006,2
15,4,3,2006,2
16,4,3,2006,2
17,4,3,2006,2
18,4,3,2006,2
19,4,3,2006,2
20,4,3,2006,2
21,4,3,2006,3
22,4,3,2006,2
23,4,3,2006,2
0,4,4,2006,1
1,4,2,2006,1
2,4,2,2006,1
3,4,2,2006,1
4,4,2,2006,1
5,4,2,2006,1
6,4,2,2006,1
7,4,2,2006,2
8,4,2,2006,2
9,4,2,2006,2
10,4,2,2006,2
11,4,2,2006,2
12,4,2,2006,2
13,4,2,2006,2
14,4,2,2006,2
15,4,2,2006,2
16,4,2,2006,2
17,4,2,2006,2
18,4,2,2006,2
19,4,2,2006,2
20,4,2,2006,2
21,4,2,2006,2
22,4,2,2006,2
23,4,2,2006,2
0,4,3,2006,1
1,4,1,2006,1
2,4,1,2006,1
3,4,1,2006,1
4,4,1,2006,1
5,4,1,2006,1
6,4,1,2006,1
7,4,1,2006,2
8,4,1,2006,2
9,4,1,2006,2
10,4,1,2006,2
11,4,1,2006,2
12,4,1,2006,2
13,4,1,2006,2
14,4,1,2006,2
15,4,1,2006,2
16,4,1,2006,2
17,4,1,2006,2
18,4,1,2006,2
19,4,1,2006,2
20,4,1,2006,2
21,4,1,2006,2
22,4,1,2006,2
23,4,1,2006,2
0,4,2,2006,1
1,4,0,2006,0
2,4,0,2006,0
3,4,0,2006,0
4,4,0,2006,0
5,4,0,2006,0
6,4,0,2006,1
7,4,0,2006,1
8,4,0,2006,2
9,4,0,2006,2
10,4,0,2006,2
11,4,0,2006,2
12,4,0,2006,2
13,4,0,2006,2
14,4,0,2006,2
15,4,0,2006,2
16,4,0,2006,2
17,4,0,2006,2
18,4,0,2006,2
19,4,0,2006,2
20,4,0,2006,2
21,4,0,2006,2
22,4,0,2006,2
23,4,0,2006,2
0,4,1,2006,1
1,4,6,2006,0
2,4,6,2006,0
3,4,6,2006,0
4,4,6,2006,0
5,4,6,2006,0
6,4,6,2006,0
7,4,6,2006,0
8,4,6,2006,0
9,4,6,2006,1
10,4,6,2006,1
11,4,6,2006,1
12,4,6,2006,1
13,4,6,2006,1
14,4,6,2006,1
15,4,6,2006,1
16,4,6,2006,1
17,4,6,2006,1
18,4,6,2006,1
19,4,6,2006,1
20,4,6,2006,1
21,4,6,2006,2
22,4,6,2006,1
23,4,6,2006,1
0,4,0,2006,1
1,4,5,2006,1
2,4,5,2006,0
3,4,5,2006,0
4,4,5,2006,0
5,4,5,2006,0
6,4,5,2006,0
7,4,5,2006,0
8,4,5,2006,0
9,4,5,2006,1
10,4,5,2006,1
11,4,5,2006,1
12,4,5,2006,2
13,4,5,2006,2
14,4,5,2006,2
15,4,5,2006,2
16,4,5,2006,2
17,4,5,2006,2
18,4,5,2006,2
19,4,5,2006,2
20,4,5,2006,2
21,4,5,2006,2
22,4,5,2006,2
23,4,5,2006,1
0,4,6,2006,1
1,4,4,2006,1
2,4,4,2006,0
3,4,4,2006,0
4,4,4,2006,0
5,4,4,2006,0
6,4,4,2006,0
7,4,4,2006,1
8,4,4,2006,1
9,4,4,2006,1
10,4,4,2006,2
11,4,4,2006,2
12,4,4,2006,2
13,4,4,2006,2
14,4,4,2006,2
15,4,4,2006,2
16,4,4,2006,2
17,4,4,2006,2
18,4,4,2006,2
19,4,4,2006,2
20,4,4,2006,2
21,4,4,2006,2
22,4,4,2006,2
23,4,4,2006,1
0,4,5,2006,1
1,4,3,2006,1
2,4,3,2006,1
3,4,3,2006,1
4,4,3,2006,1
5,4,3,2006,1
6,4,3,2006,1
7,4,3,2006,2
8,4,3,2006,2
9,4,3,2006,2
10,4,3,2006,2
11,4,3,2006,2
12,4,3,2006,3
13,4,3,2006,3
14,4,3,2006,3
15,4,3,2006,3
16,4,3,2006,2
17,4,3,2006,2
18,4,3,2006,2
19,4,3,2006,2
20,4,3,2006,2
21,4,3,2006,2
22,4,3,2006,2
23,4,3,2006,2
0,4,4,2006,1
1,4,2,2006,1
2,4,2,2006,1
3,4,2,2006,1
4,4,2,2006,1
5,4,2,2006,1
6,4,2,2006,1
7,4,2,2006,2
8,4,2,2006,2
9,4,2,2006,2
10,4,2,2006,2
11,4,2,2006,3
12,4,2,2006,2
13,4,2,2006,2
14,4,2,2006,2
15,4,2,2006,2
16,4,2,2006,2
17,4,2,2006,2
18,4,2,2006,2
19,4,2,2006,2
20,4,2,2006,2
21,4,2,2006,3
22,4,2,2006,3
23,4,2,2006,2
0,4,3,2006,1
1,4,1,2006,1
2,4,1,2006,1
3,4,1,2006,1
4,4,1,2006,1
5,4,1,2006,1
6,4,1,2006,2
7,4,1,2006,3
8,4,1,2006,3
9,4,1,2006,3
10,4,1,2006,3
11,4,1,2006,3
12,4,1,2006,2
13,4,1,2006,2
14,4,1,2006,2
15,4,1,2006,2
16,4,1,2006,2
17,4,1,2006,2
18,4,1,2006,2
19,4,1,2006,2
20,4,1,2006,2
21,4,1,2006,3
22,4,1,2006,3
23,4,1,2006,2
0,4,2,2006,1
1,4,0,2006,1
2,4,0,2006,1
3,4,0,2006,1
4,4,0,2006,1
5,4,0,2006,2
6,4,0,2006,2
7,4,0,2006,3
8,4,0,2006,3
9,4,0,2006,3
10,4,0,2006,3
11,4,0,2006,3
12,4,0,2006,3
13,4,0,2006,3
14,4,0,2006,2
15,4,0,2006,2
16,4,0,2006,2
17,4,0,2006,2
18,4,0,2006,2
19,4,0,2006,2
20,4,0,2006,2
21,4,0,2006,3
22,4,0,2006,3
23,4,0,2006,2
0,4,1,2006,2
1,4,6,2006,1
2,4,6,2006,1
3,4,6,2006,1
4,4,6,2006,1
5,4,6,2006,1
6,4,6,2006,1
7,4,6,2006,2
8,4,6,2006,2
9,4,6,2006,2
10,4,6,2006,2
11,4,6,2006,2
12,4,6,2006,2
13,4,6,2006,1
14,4,6,2006,1
15,4,6,2006,1
16,4,6,2006,1
17,4,6,2006,1
18,4,6,2006,1
19,4,6,2006,1
20,4,6,2006,1
21,4,6,2006,2
22,4,6,2006,2
23,4,6,2006,2
0,4,0,2006,1
1,4,5,2006,1
2,4,5,2006,1
3,4,5,2006,0
4,4,5,2006,0
5,4,5,2006,0
6,4,5,2006,1
7,4,5,2006,1
8,4,5,2006,1
9,4,5,2006,2
10,4,5,2006,2
11,4,5,2006,2
12,4,5,2006,2
13,4,5,2006,2
14,4,5,2006,2
15,4,5,2006,2
16,4,5,2006,2
17,4,5,2006,2
18,4,5,2006,2
19,4,5,2006,2
20,4,5,2006,2
21,4,5,2006,2
22,4,5,2006,2
23,4,5,2006,2
0,4,6,2006,2
1,4,4,2006,1
2,4,4,2006,1
3,4,4,2006,1
4,4,4,2006,1
5,4,4,2006,1
6,4,4,2006,1
7,4,4,2006,2
8,4,4,2006,3
9,4,4,2006,3
10,4,4,2006,3
11,4,4,2006,3
12,4,4,2006,2
13,4,4,2006,2
14,4,4,2006,2
15,4,4,2006,2
16,4,4,2006,2
17,4,4,2006,2
18,4,4,2006,2
19,4,4,2006,2
20,4,4,2006,2
21,4,4,2006,2
22,4,4,2006,2
23,4,4,2006,2
0,4,5,2006,1
1,4,3,2006,2
2,4,3,2006,1
3,4,3,2006,1
4,4,3,2006,1
5,4,3,2006,1
6,4,3,2006,2
7,4,3,2006,3
8,4,3,2006,3
9,4,3,2006,3
10,4,3,2006,3
11,4,3,2006,3
12,4,3,2006,3
13,4,3,2006,3
14,4,3,2006,2
15,4,3,2006,2
16,4,3,2006,2
17,4,3,2006,2
18,4,3,2006,2
19,4,3,2006,2
20,4,3,2006,2
21,4,3,2006,3
22,4,3,2006,3
23,4,3,2006,2
0,4,4,2006,2
1,4,2,2006,2
2,4,2,2006,1
3,4,2,2006,1
4,4,2,2006,1
5,4,2,2006,2
6,4,2,2006,2
7,4,2,2006,3
8,4,2,2006,3
9,4,2,2006,3
10,4,2,2006,3
11,4,2,2006,3
12,4,2,2006,3
13,4,2,2006,3
14,4,2,2006,2
15,4,2,2006,2
16,4,2,2006,2
17,4,2,2006,2
18,4,2,2006,2
19,4,2,2006,2
20,4,2,2006,2
21,4,2,2006,3
22,4,2,2006,3
23,4,2,2006,2
0,4,3,2006,2
1,4,1,2006,2
2,4,1,2006,2
3,4,1,2006,1
4,4,1,2006,1
5,4,1,2006,2
6,4,1,2006,2
7,4,1,2006,3
8,4,1,2006,3
9,4,1,2006,3
10,4,1,2006,3
11,4,1,2006,3
12,4,1,2006,3
13,4,1,2006,3
14,4,1,2006,3
15,4,1,2006,3
16,4,1,2006,2
17,4,1,2006,2
18,4,1,2006,2
19,4,1,2006,2
20,4,1,2006,2
21,4,1,2006,3
22,4,1,2006,3
23,4,1,2006,2
0,4,2,2006,2
1,4,0,2006,1
2,4,0,2006,1
3,4,0,2006,0
4,4,0,2006,1
5,4,0,2006,1
6,4,0,2006,1
7,4,0,2006,2
8,4,0,2006,2
9,4,0,2006,2
10,4,0,2006,2
11,4,0,2006,3
12,4,0,2006,3
13,4,0,2006,2
14,4,0,2006,3
15,4,0,2006,2
16,4,0,2006,2
17,4,0,2006,3
18,4,0,2006,3
19,4,0,2006,3
20,4,0,2006,3
21,4,0,2006,3
22,4,0,2006,3
23,4,0,2006,3
0,4,1,2006,2
1,4,6,2006,1
2,4,6,2006,0
4,4,6,2006,0
5,4,6,2006,0
6,4,6,2006,0
7,4,6,2006,1
8,4,6,2006,1
9,4,6,2006,1
10,4,6,2006,1
11,4,6,2006,1
12,4,6,2006,1
13,4,6,2006,1
14,4,6,2006,1
15,4,6,2006,1
16,4,6,2006,1
17,4,6,2006,1
18,4,6,2006,1
19,4,6,2006,1
20,4,6,2006,1
21,4,6,2006,2
22,4,6,2006,2
23,4,6,2006,1
0,4,0,2006,1
1,4,5,2006,1
2,4,5,2006,1
3,4,5,2006,0
4,4,5,2006,0
5,4,5,2006,0
6,4,5,2006,1
7,4,5,2006,1
8,4,5,2006,1
9,4,5,2006,1
10,4,5,2006,2
11,4,5,2006,2
12,4,5,2006,2
13,4,5,2006,2
14,4,5,2006,2
15,4,5,2006,1
16,4,5,2006,1
17,4,5,2006,1
18,4,5,2006,2
19,4,5,2006,2
20,4,5,2006,2
21,4,5,2006,2
22,4,5,2006,2
23,4,5,2006,1
0,4,6,2006,1
1,3,4,2006,1
2,3,4,2006,1
3,3,4,2006,1
4,3,4,2006,1
5,3,4,2006,1
6,3,4,2006,2
7,3,4,2006,2
8,3,4,2006,3
9,3,4,2006,3
10,3,4,2006,3
11,3,4,2006,3
12,3,4,2006,2
13,3,4,2006,2
14,3,4,2006,2
15,3,4,2006,2
16,3,4,2006,2
17,3,4,2006,2
18,3,4,2006,2
19,3,4,2006,2
20,3,4,2006,2
21,3,4,2006,2
22,3,4,2006,2
23,3,4,2006,2
0,4,5,2006,1
1,3,3,2006,2
2,3,3,2006,2
3,3,3,2006,2
4,3,3,2006,2
5,3,3,2006,2
6,3,3,2006,2
7,3,3,2006,3
8,3,3,2006,3
9,3,3,2006,3
10,3,3,2006,3
11,3,3,2006,3
12,3,3,2006,3
13,3,3,2006,3
14,3,3,2006,2
15,3,3,2006,2
16,3,3,2006,2
17,3,3,2006,2
18,3,3,2006,2
19,3,3,2006,2
20,3,3,2006,3
21,3,3,2006,3
22,3,3,2006,3
23,3,3,2006,2
0,3,4,2006,1
1,3,2,2006,2
2,3,2,2006,2
3,3,2,2006,2
4,3,2,2006,2
5,3,2,2006,2
6,3,2,2006,2
7,3,2,2006,3
8,3,2,2006,3
9,3,2,2006,3
10,3,2,2006,3
11,3,2,2006,3
12,3,2,2006,3
13,3,2,2006,3
14,3,2,2006,3
15,3,2,2006,2
16,3,2,2006,2
17,3,2,2006,2
18,3,2,2006,2
19,3,2,2006,2
20,3,2,2006,3
21,3,2,2006,3
22,3,2,2006,3
23,3,2,2006,2
0,3,3,2006,2
1,3,1,2006,2
2,3,1,2006,2
3,3,1,2006,2
4,3,1,2006,2
5,3,1,2006,2
6,3,1,2006,2
7,3,1,2006,3
8,3,1,2006,3
9,3,1,2006,3
10,3,1,2006,3
11,3,1,2006,3
12,3,1,2006,3
13,3,1,2006,3
14,3,1,2006,3
15,3,1,2006,3
16,3,1,2006,3
17,3,1,2006,3
18,3,1,2006,3
19,3,1,2006,3
20,3,1,2006,3
21,3,1,2006,3
22,3,1,2006,3
23,3,1,2006,3
0,3,2,2006,2
1,3,0,2006,2
2,3,0,2006,2
3,3,0,2006,2
4,3,0,2006,2
5,3,0,2006,3
6,3,0,2006,3
7,3,0,2006,4
8,3,0,2006,4
9,3,0,2006,4
10,3,0,2006,4
11,3,0,2006,3
12,3,0,2006,3
13,3,0,2006,3
14,3,0,2006,3
15,3,0,2006,3
16,3,0,2006,3
17,3,0,2006,2
18,3,0,2006,3
19,3,0,2006,3
20,3,0,2006,3
21,3,0,2006,3
22,3,0,2006,3
23,3,0,2006,3
0,3,1,2006,2
1,3,6,2006,2
2,3,6,2006,2
3,3,6,2006,2
4,3,6,2006,2
5,3,6,2006,2
6,3,6,2006,2
7,3,6,2006,2
8,3,6,2006,2
9,3,6,2006,2
10,3,6,2006,2
11,3,6,2006,2
12,3,6,2006,2
13,3,6,2006,2
14,3,6,2006,2
15,3,6,2006,2
16,3,6,2006,2
17,3,6,2006,2
18,3,6,2006,2
19,3,6,2006,2
20,3,6,2006,3
21,3,6,2006,3
22,3,6,2006,3
23,3,6,2006,3
0,3,0,2006,2
1,3,5,2006,2
2,3,5,2006,2
3,3,5,2006,2
4,3,5,2006,2
5,3,5,2006,2
6,3,5,2006,2
7,3,5,2006,2
8,3,5,2006,3
9,3,5,2006,3
10,3,5,2006,3
11,3,5,2006,3
12,3,5,2006,3
13,3,5,2006,3
14,3,5,2006,3
15,3,5,2006,3
16,3,5,2006,2
17,3,5,2006,2
18,3,5,2006,3
19,3,5,2006,3
20,3,5,2006,3
21,3,5,2006,3
22,3,5,2006,3
23,3,5,2006,3
0,3,6,2006,2
1,3,4,2006,2
2,3,4,2006,2
3,3,4,2006,2
4,3,4,2006,2
5,3,4,2006,2
6,3,4,2006,3
7,3,4,2006,3
8,3,4,2006,4
9,3,4,2006,4
10,3,4,2006,4
11,3,4,2006,4
12,3,4,2006,3
13,3,4,2006,3
14,3,4,2006,3
15,3,4,2006,3
16,3,4,2006,3
17,3,4,2006,3
18,3,4,2006,3
19,3,4,2006,3
20,3,4,2006,3
21,3,4,2006,3
22,3,4,2006,3
23,3,4,2006,3
0,3,5,2006,2
1,3,3,2006,3
2,3,3,2006,3
3,3,3,2006,3
4,3,3,2006,3
5,3,3,2006,3
6,3,3,2006,3
7,3,3,2006,4
8,3,3,2006,4
9,3,3,2006,4
10,3,3,2006,4
11,3,3,2006,4
12,3,3,2006,3
13,3,3,2006,3
14,3,3,2006,3
15,3,3,2006,3
16,3,3,2006,3
17,3,3,2006,3
18,3,3,2006,3
19,3,3,2006,3
20,3,3,2006,4
21,3,3,2006,4
22,3,3,2006,3
23,3,3,2006,3
0,3,4,2006,2
1,3,2,2006,3
2,3,2,2006,3
3,3,2,2006,3
4,3,2,2006,3
5,3,2,2006,3
6,3,2,2006,3
7,3,2,2006,4
8,3,2,2006,4
9,3,2,2006,4
10,3,2,2006,4
11,3,2,2006,4
12,3,2,2006,4
13,3,2,2006,4
14,3,2,2006,4
15,3,2,2006,3
16,3,2,2006,3
17,3,2,2006,3
18,3,2,2006,3
19,3,2,2006,4
20,3,2,2006,4
21,3,2,2006,4
22,3,2,2006,4
23,3,2,2006,4
0,3,3,2006,3
1,3,1,2006,2
2,3,1,2006,2
3,3,1,2006,2
4,3,1,2006,2
5,3,1,2006,2
6,3,1,2006,3
7,3,1,2006,4
8,3,1,2006,4
9,3,1,2006,4
10,3,1,2006,4
11,3,1,2006,4
12,3,1,2006,4
13,3,1,2006,4
14,3,1,2006,4
15,3,1,2006,4
16,3,1,2006,4
17,3,1,2006,4
18,3,1,2006,4
19,3,1,2006,4
20,3,1,2006,5
21,3,1,2006,4
22,3,1,2006,4
23,3,1,2006,4
0,3,2,2006,3
1,3,0,2006,2
2,3,0,2006,2
3,3,0,2006,2
4,3,0,2006,2
5,3,0,2006,2
6,3,0,2006,3
7,3,0,2006,4
8,3,0,2006,4
9,3,0,2006,4
10,3,0,2006,4
11,3,0,2006,4
12,3,0,2006,4
13,3,0,2006,4
14,3,0,2006,3
15,3,0,2006,3
16,3,0,2006,3
17,3,0,2006,3
18,3,0,2006,4
19,3,0,2006,4
20,3,0,2006,4
21,3,0,2006,4
22,3,0,2006,4
23,3,0,2006,3
0,3,1,2006,3
1,3,6,2006,2
2,3,6,2006,2
3,3,6,2006,2
4,3,6,2006,2
5,3,6,2006,2
6,3,6,2006,2
7,3,6,2006,2
8,3,6,2006,3
9,3,6,2006,3
10,3,6,2006,3
11,3,6,2006,2
12,3,6,2006,2
13,3,6,2006,2
14,3,6,2006,2
15,3,6,2006,2
16,3,6,2006,1
17,3,6,2006,2
18,3,6,2006,2
19,3,6,2006,2
20,3,6,2006,3
21,3,6,2006,3
22,3,6,2006,3
23,3,6,2006,2
0,3,0,2006,2
1,3,5,2006,2
2,3,5,2006,2
3,3,5,2006,2
4,3,5,2006,2
5,3,5,2006,2
6,3,5,2006,2
7,3,5,2006,3
8,3,5,2006,3
9,3,5,2006,3
10,3,5,2006,3
11,3,5,2006,3
12,3,5,2006,3
13,3,5,2006,2
14,3,5,2006,2
15,3,5,2006,2
16,3,5,2006,2
17,3,5,2006,2
18,3,5,2006,2
19,3,5,2006,2
20,3,5,2006,3
21,3,5,2006,3
22,3,5,2006,3
23,3,5,2006,2
0,3,6,2006,2
1,3,4,2006,2
2,3,4,2006,2
3,3,4,2006,2
4,3,4,2006,2
5,3,4,2006,2
6,3,4,2006,2
7,3,4,2006,3
8,3,4,2006,3
9,3,4,2006,3
10,3,4,2006,3
11,3,4,2006,3
12,3,4,2006,3
13,3,4,2006,3
14,3,4,2006,3
15,3,4,2006,3
16,3,4,2006,3
17,3,4,2006,3
18,3,4,2006,3
19,3,4,2006,3
20,3,4,2006,3
21,3,4,2006,3
22,3,4,2006,3
23,3,4,2006,3
0,3,5,2006,2
1,3,3,2006,2
2,3,3,2006,2
3,3,3,2006,2
4,3,3,2006,2
5,3,3,2006,2
6,3,3,2006,3
7,3,3,2006,3
8,3,3,2006,4
9,3,3,2006,4
10,3,3,2006,3
11,3,3,2006,3
12,3,3,2006,3
13,3,3,2006,3
14,3,3,2006,3
15,3,3,2006,3
16,3,3,2006,3
17,3,3,2006,3
18,3,3,2006,3
19,3,3,2006,3
20,3,3,2006,3
21,3,3,2006,3
22,3,3,2006,3
23,3,3,2006,3
0,3,4,2006,2
1,3,2,2006,2
2,3,2,2006,2
3,3,2,2006,2
4,3,2,2006,2
5,3,2,2006,2
6,3,2,2006,3
7,3,2,2006,4
8,3,2,2006,4
9,3,2,2006,4
10,3,2,2006,4
11,3,2,2006,3
12,3,2,2006,3
13,3,2,2006,3
14,3,2,2006,3
15,3,2,2006,3
16,3,2,2006,3
17,3,2,2006,3
18,3,2,2006,3
19,3,2,2006,3
20,3,2,2006,3
21,3,2,2006,4
22,3,2,2006,3
23,3,2,2006,3
0,3,3,2006,2
1,3,1,2006,1
2,3,1,2006,1
3,3,1,2006,1
4,3,1,2006,1
5,3,1,2006,1
6,3,1,2006,2
7,3,1,2006,3
8,3,1,2006,3
9,3,1,2006,3
10,3,1,2006,3
11,3,1,2006,3
12,3,1,2006,3
13,3,1,2006,3
14,3,1,2006,3
15,3,1,2006,3
16,3,1,2006,3
17,3,1,2006,3
18,3,1,2006,3
19,3,1,2006,3
20,3,1,2006,4
21,3,1,2006,4
22,3,1,2006,4
23,3,1,2006,3
0,3,2,2006,3
1,3,0,2006,1
2,3,0,2006,1
3,3,0,2006,1
4,3,0,2006,1
5,3,0,2006,1
6,3,0,2006,1
7,3,0,2006,2
8,3,0,2006,2
9,3,0,2006,3
10,3,0,2006,3
11,3,0,2006,3
12,3,0,2006,3
13,3,0,2006,3
14,3,0,2006,3
15,3,0,2006,3
16,3,0,2006,2
17,3,0,2006,2
18,3,0,2006,2
19,3,0,2006,3
20,3,0,2006,3
21,3,0,2006,3
22,3,0,2006,3
23,3,0,2006,2
0,3,1,2006,2
1,3,6,2006,1
2,3,6,2006,1
3,3,6,2006,0
4,3,6,2006,0
5,3,6,2006,0
6,3,6,2006,0
7,3,6,2006,1
8,3,6,2006,1
9,3,6,2006,1
10,3,6,2006,1
11,3,6,2006,1
12,3,6,2006,2
